Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
         117410	     58701	00102022	bf59	c.j	101fb8	
         117412	     58702	00101fb8	0405	c.addi	x8,1	  x8:0x00000001  x8=0x00000002
         117414	     58703	00101fba	8dde	c.mv	x27,x23	  x0:0x00000000 x23:0x00137fc8 x27=0x00137fc8
         117416	     58704	00101fbc	4d01	c.li	x26,0	 x26=0x00000000
         117420	     58706	00101fbe	f72c14e3	bne	x24,x18,101f26	 x24:0x00000009 x18:0x00000001
         117426	     58709	00101f26	4792	c.lwsp	x15,4(x2)	  x2:0x00137c50 x15=0x00137ea0 PA:0x00137c54 load:0x00137ea0
         117428	     58710	00101f28	00249613	slli	x12,x9,0x2	  x9:0x00000001 x12=0x00000004
         117430	     58711	00101f2c	85da	c.mv	x11,x22	  x0:0x00000000 x22:0x00137fcc x11=0x00137fcc
         117432	     58712	00101f2e	00c789b3	add	x19,x15,x12	 x15:0x00137ea0 x12:0x00000004 x19=0x00137ea4
         117436	     58714	00101f32	0009a703	lw	x14,0(x19)	 x19:0x00137ea4 x14=0x00000004 PA:0x00137ea4 load:0x00000004
         117438	     58715	00101f36	40ed8bb3	sub	x23,x27,x14	 x27:0x00137fc8 x14:0x00000004 x23=0x00137fc4
         117440	     58716	00101f3a	855e	c.mv	x10,x23	  x0:0x00000000 x23:0x00137fc4 x10=0x00137fc4
         117444	     58718	00101f3c	9a82	c.jalr	x21	 x21:0x0010010c  x1=0x00101f3e
         117448	     58720	0010010c	4108	c.lw	x10,0(x10)	 x10:0x00137fc4 x10=0x00000017 PA:0x00137fc4 load:0x00000017
         117452	     58722	0010010e	419c	c.lw	x15,0(x11)	 x11:0x00137fcc x15=0x00000005 PA:0x00137fcc load:0x00000005
         117454	     58723	00100110	8d1d	c.sub	x10,x15	 x10:0x00000017 x15:0x00000005 x10=0x00000012
         117458	     58725	00100112	8082	c.jr	x1	  x1:0x00101f3e
         117462	     58727	00101f3e	08a05463	bge	x0,x10,101fc6	  x0:0x00000000 x10:0x00000012
         117464	     58728	00101f42	020d1663	bne	x26,x0,101f6e	 x26:0x00000000  x0:0x00000000
         117468	     58730	00101f46	02995463	bge	x18,x9,101f6e	 x18:0x00000001  x9:0x00000001
         117474	     58733	00101f6e	4702	c.lwsp	x14,0(x2)	  x2:0x00137c50 x14=0x076be629 PA:0x00137c50 load:0x076be629
         117476	     58734	00101f70	41890633	sub	x12,x18,x24	 x18:0x00000001 x24:0x00000009 x12=0xfffffff8
         117478	     58735	00101f74	fffc0793	addi	x15,x24,-1	 x24:0x00000009 x15=0x00000008
         117480	     58736	00101f78	8ff1	c.and	x15,x12	 x15:0x00000008 x12:0xfffffff8 x15=0x00000008
         117486	     58739	00101f7a	02e787b3	mul	x15,x15,x14	 x15:0x00000008 x14:0x076be629 x15=0x3b5f3148
         117488	     58740	00101f7e	00241613	slli	x12,x8,0x2	  x8:0x00000002 x12=0x00000008
         117490	     58741	00101f82	0878	c.addi4spn	x14,x2,28	 x14=0x00137c6c
         117492	     58742	00101f84	963a	c.add	x12,x14	 x12:0x00000008 x14:0x00137c6c x12=0x00137c74
         117496	     58744	00101f86	01762023	sw	x23,0(x12)	 x12:0x00137c74 x23:0x00137fc4 PA:0x00137c74 store:0x00137fc4 load:0x076be629
         117498	     58745	00101f8a	83ed	c.srli	x15,0x1b	 x15:0x3b5f3148 x15=0x00000007
         117500	     58746	00101f8c	97d2	c.add	x15,x20	 x15:0x00000007 x20:0x00106428 x15=0x0010642f
         117504	     58748	00101f8e	0007c783	lbu	x15,0(x15)	 x15:0x0010642f x15=0x00000003 PA:0x0010642f load:0x00000003
         117508	     58750	00101f92	ebad	c.bnez	x15,102004	 x15:0x00000003
         117512	     58752	00102004	477d	c.li	x14,31	 x14=0x0000001f
         117514	     58753	00102006	94be	c.add	x9,x15	  x9:0x00000001 x15:0x00000003  x9=0x00000004
         117516	     58754	00102008	02f74363	blt	x14,x15,10202e	 x14:0x0000001f x15:0x00000003
         117518	     58755	0010200c	02000613	addi	x12,x0,32	  x0:0x00000000 x12=0x00000020
         117520	     58756	00102010	8e1d	c.sub	x12,x15	 x12:0x00000020 x15:0x00000003 x12=0x0000001d
         117522	     58757	00102012	00cc9633	sll	x12,x25,x12	 x25:0x00000000 x12:0x0000001d x12=0x00000000
         117524	     58758	00102016	00fc58b3	srl	x17,x24,x15	 x24:0x00000009 x15:0x00000003 x17=0x00000001
         117526	     58759	0010201a	01166c33	or	x24,x12,x17	 x12:0x00000000 x17:0x00000001 x24=0x00000001
         117528	     58760	0010201e	00fcdcb3	srl	x25,x25,x15	 x25:0x00000000 x15:0x00000003 x25=0x00000000
         117532	     58762	00102022	bf59	c.j	101fb8	
         117534	     58763	00101fb8	0405	c.addi	x8,1	  x8:0x00000002  x8=0x00000003
         117536	     58764	00101fba	8dde	c.mv	x27,x23	  x0:0x00000000 x23:0x00137fc4 x27=0x00137fc4
         117538	     58765	00101fbc	4d01	c.li	x26,0	 x26=0x00000000
         117540	     58766	00101fbe	f72c14e3	bne	x24,x18,101f26	 x24:0x00000001 x18:0x00000001
         117542	     58767	00101fc2	f60c92e3	bne	x25,x0,101f26	 x25:0x00000000  x0:0x00000000
         117546	     58769	00101fc6	060d0663	beq	x26,x0,102032	 x26:0x00000000  x0:0x00000000
         117550	     58771	00102032	4785	c.li	x15,1	 x15=0x00000001
         117552	     58772	00102034	04f40a63	beq	x8,x15,102088	  x8:0x00000003 x15:0x00000001
         117554	     58773	00102038	087c	c.addi4spn	x15,x2,28	 x15=0x00137c6c
         117556	     58774	0010203a	040a	c.slli	x8,0x2	  x8:0x00000003  x8=0x0000000c
         117558	     58775	0010203c	008789b3	add	x19,x15,x8	 x15:0x00137c6c  x8:0x0000000c x19=0x00137c78
         117562	     58777	00102040	47b2	c.lwsp	x15,12(x2)	  x2:0x00137c50 x15=0x00000004 PA:0x00137c5c load:0x00000004
         117564	     58778	00102042	0208	c.addi4spn	x10,x2,256	 x10=0x00137d50
         117568	     58780	00102044	00a9a023	sw	x10,0(x19)	 x19:0x00137c78 x10:0x00137d50 PA:0x00137c78 store:0x00137d50 load:0x00000004
         117570	     58781	00102048	c3a1	c.beqz	x15,102088	 x15:0x00000004
         117572	     58782	0010204a	8b3e	c.mv	x22,x15	  x0:0x00000000 x15:0x00000004 x22=0x00000004
         117574	     58783	0010204c	10000c13	addi	x24,x0,256	  x0:0x00000000 x24=0x00000100
         117576	     58784	00102050	8a5a	c.mv	x20,x22	  x0:0x00000000 x22:0x00000004 x20=0x00000004
         117580	     58786	00102052	016c7463	bgeu	x24,x22,10205a	 x24:0x00000100 x22:0x00000004
         117586	     58789	0010205a	45f2	c.lwsp	x11,28(x2)	  x2:0x00137c50 x11=0x00137fcc PA:0x00137c6c load:0x00137fcc
         117588	     58790	0010205c	8652	c.mv	x12,x20	  x0:0x00000000 x20:0x00000004 x12=0x00000004
         117590	     58791	0010205e	0860	c.addi4spn	x8,x2,28	  x8=0x00137c6c
         117594	     58793	00102060	3169	c.jal	101cea	  x1=0x00102062
         117596	     58794	00101cea	c659	c.beqz	x12,101d78	 x12:0x00000004
         117598	     58795	00101cec	00158693	addi	x13,x11,1	 x11:0x00137fcc x13=0x00137fcd
         117600	     58796	00101cf0	40d507b3	sub	x15,x10,x13	 x10:0x00137d50 x13:0x00137fcd x15=0xfffffd83
         117602	     58797	00101cf4	fff60713	addi	x14,x12,-1	 x12:0x00000004 x14=0x00000003
         117604	     58798	00101cf8	0037b793	sltiu	x15,x15,3	 x15:0xfffffd83 x15=0x00000000
         117606	     58799	00101cfc	00973713	sltiu	x14,x14,9	 x14:0x00000003 x14=0x00000001
         117608	     58800	00101d00	0017c793	xori	x15,x15,1	 x15:0x00000000 x15=0x00000001
         117610	     58801	00101d04	00174713	xori	x14,x14,1	 x14:0x00000001 x14=0x00000000
         117612	     58802	00101d08	8ff9	c.and	x15,x14	 x15:0x00000001 x14:0x00000000 x15=0x00000000
         117616	     58804	00101d0a	cfa9	c.beqz	x15,101d64	 x15:0x00000000
         117620	     58806	00101d64	962a	c.add	x12,x10	 x12:0x00000004 x10:0x00137d50 x12=0x00137d54
         117622	     58807	00101d66	87aa	c.mv	x15,x10	  x0:0x00000000 x10:0x00137d50 x15=0x00137d50
         117626	     58809	00101d68	fff6c703	lbu	x14,-1(x13)	 x13:0x00137fcd x14=0x00000005 PA:0x00137fcc load:0x00000005
         117628	     58810	00101d6c	0785	c.addi	x15,1	 x15:0x00137d50 x15=0x00137d51
         117630	     58811	00101d6e	0685	c.addi	x13,1	 x13:0x00137fcd x13=0x00137fce
         117634	     58813	00101d70	fee78fa3	sb	x14,-1(x15)	 x15:0x00137d51 x14:0x00000005 PA:0x00137d50 store:0x00000005 load:0x00000005
         117638	     58815	00101d74	fec79ae3	bne	x15,x12,101d68	 x15:0x00137d51 x12:0x00137d54
         117644	     58818	00101d68	fff6c703	lbu	x14,-1(x13)	 x13:0x00137fce x14=0x00000000 PA:0x00137fcd load:0x00000000
         117646	     58819	00101d6c	0785	c.addi	x15,1	 x15:0x00137d51 x15=0x00137d52
         117648	     58820	00101d6e	0685	c.addi	x13,1	 x13:0x00137fce x13=0x00137fcf
         117652	     58822	00101d70	fee78fa3	sb	x14,-1(x15)	 x15:0x00137d52 x14:0x00000000 PA:0x00137d51 store:0x00000000 load:0x00000000
         117656	     58824	00101d74	fec79ae3	bne	x15,x12,101d68	 x15:0x00137d52 x12:0x00137d54
         117662	     58827	00101d68	fff6c703	lbu	x14,-1(x13)	 x13:0x00137fcf x14=0x00000000 PA:0x00137fce load:0x00000000
         117664	     58828	00101d6c	0785	c.addi	x15,1	 x15:0x00137d52 x15=0x00137d53
         117666	     58829	00101d6e	0685	c.addi	x13,1	 x13:0x00137fcf x13=0x00137fd0
         117670	     58831	00101d70	fee78fa3	sb	x14,-1(x15)	 x15:0x00137d53 x14:0x00000000 PA:0x00137d52 store:0x00000000 load:0x00000000
         117674	     58833	00101d74	fec79ae3	bne	x15,x12,101d68	 x15:0x00137d53 x12:0x00137d54
         117680	     58836	00101d68	fff6c703	lbu	x14,-1(x13)	 x13:0x00137fd0 x14=0x00000000 PA:0x00137fcf load:0x00000000
         117682	     58837	00101d6c	0785	c.addi	x15,1	 x15:0x00137d53 x15=0x00137d54
         117684	     58838	00101d6e	0685	c.addi	x13,1	 x13:0x00137fd0 x13=0x00137fd1
         117688	     58840	00101d70	fee78fa3	sb	x14,-1(x15)	 x15:0x00137d54 x14:0x00000000 PA:0x00137d53 store:0x00000000 load:0x00000000
         117690	     58841	00101d74	fec79ae3	bne	x15,x12,101d68	 x15:0x00137d54 x12:0x00137d54
         117694	     58843	00101d78	8082	c.jr	x1	  x1:0x00102062
         117700	     58846	00102062	00042903	lw	x18,0(x8)	  x8:0x00137c6c x18=0x00137fcc PA:0x00137c6c load:0x00137fcc
         117704	     58848	00102066	404c	c.lw	x11,4(x8)	  x8:0x00137c6c x11=0x00137fc8 PA:0x00137c70 load:0x00137fc8
         117706	     58849	00102068	8652	c.mv	x12,x20	  x0:0x00000000 x20:0x00000004 x12=0x00000004
         117708	     58850	0010206a	854a	c.mv	x10,x18	  x0:0x00000000 x18:0x00137fcc x10=0x00137fcc
         117710	     58851	0010206c	9952	c.add	x18,x20	 x18:0x00137fcc x20:0x00000004 x18=0x00137fd0
         117714	     58853	0010206e	39b5	c.jal	101cea	  x1=0x00102070
         117716	     58854	00101cea	c659	c.beqz	x12,101d78	 x12:0x00000004
         117718	     58855	00101cec	00158693	addi	x13,x11,1	 x11:0x00137fc8 x13=0x00137fc9
         117720	     58856	00101cf0	40d507b3	sub	x15,x10,x13	 x10:0x00137fcc x13:0x00137fc9 x15=0x00000003
         117722	     58857	00101cf4	fff60713	addi	x14,x12,-1	 x12:0x00000004 x14=0x00000003
         117724	     58858	00101cf8	0037b793	sltiu	x15,x15,3	 x15:0x00000003 x15=0x00000000
         117726	     58859	00101cfc	00973713	sltiu	x14,x14,9	 x14:0x00000003 x14=0x00000001
         117728	     58860	00101d00	0017c793	xori	x15,x15,1	 x15:0x00000000 x15=0x00000001
         117730	     58861	00101d04	00174713	xori	x14,x14,1	 x14:0x00000001 x14=0x00000000
         117732	     58862	00101d08	8ff9	c.and	x15,x14	 x15:0x00000001 x14:0x00000000 x15=0x00000000
         117736	     58864	00101d0a	cfa9	c.beqz	x15,101d64	 x15:0x00000000
         117740	     58866	00101d64	962a	c.add	x12,x10	 x12:0x00000004 x10:0x00137fcc x12=0x00137fd0
         117742	     58867	00101d66	87aa	c.mv	x15,x10	  x0:0x00000000 x10:0x00137fcc x15=0x00137fcc
         117746	     58869	00101d68	fff6c703	lbu	x14,-1(x13)	 x13:0x00137fc9 x14=0x0000002b PA:0x00137fc8 load:0x0000002b
         117748	     58870	00101d6c	0785	c.addi	x15,1	 x15:0x00137fcc x15=0x00137fcd
         117750	     58871	00101d6e	0685	c.addi	x13,1	 x13:0x00137fc9 x13=0x00137fca
         117754	     58873	00101d70	fee78fa3	sb	x14,-1(x15)	 x15:0x00137fcd x14:0x0000002b PA:0x00137fcc store:0x0000002b load:0x0000002b
         117758	     58875	00101d74	fec79ae3	bne	x15,x12,101d68	 x15:0x00137fcd x12:0x00137fd0
         117764	     58878	00101d68	fff6c703	lbu	x14,-1(x13)	 x13:0x00137fca x14=0x00000000 PA:0x00137fc9 load:0x00000000
         117766	     58879	00101d6c	0785	c.addi	x15,1	 x15:0x00137fcd x15=0x00137fce
         117768	     58880	00101d6e	0685	c.addi	x13,1	 x13:0x00137fca x13=0x00137fcb
         117772	     58882	00101d70	fee78fa3	sb	x14,-1(x15)	 x15:0x00137fce x14:0x00000000 PA:0x00137fcd store:0x00000000 load:0x00000000
         117776	     58884	00101d74	fec79ae3	bne	x15,x12,101d68	 x15:0x00137fce x12:0x00137fd0
         117782	     58887	00101d68	fff6c703	lbu	x14,-1(x13)	 x13:0x00137fcb x14=0x00000000 PA:0x00137fca load:0x00000000
         117784	     58888	00101d6c	0785	c.addi	x15,1	 x15:0x00137fce x15=0x00137fcf
         117786	     58889	00101d6e	0685	c.addi	x13,1	 x13:0x00137fcb x13=0x00137fcc
         117790	     58891	00101d70	fee78fa3	sb	x14,-1(x15)	 x15:0x00137fcf x14:0x00000000 PA:0x00137fce store:0x00000000 load:0x00000000
         117794	     58893	00101d74	fec79ae3	bne	x15,x12,101d68	 x15:0x00137fcf x12:0x00137fd0
         117800	     58896	00101d68	fff6c703	lbu	x14,-1(x13)	 x13:0x00137fcc x14=0x00000000 PA:0x00137fcb load:0x00000000
         117802	     58897	00101d6c	0785	c.addi	x15,1	 x15:0x00137fcf x15=0x00137fd0
         117804	     58898	00101d6e	0685	c.addi	x13,1	 x13:0x00137fcc x13=0x00137fcd
         117808	     58900	00101d70	fee78fa3	sb	x14,-1(x15)	 x15:0x00137fd0 x14:0x00000000 PA:0x00137fcf store:0x00000000 load:0x00000000
         117810	     58901	00101d74	fec79ae3	bne	x15,x12,101d68	 x15:0x00137fd0 x12:0x00137fd0
         117814	     58903	00101d78	8082	c.jr	x1	  x1:0x00102070
         117816	     58904	00102070	0411	c.addi	x8,4	  x8:0x00137c6c  x8=0x00137c70
         117820	     58906	00102072	ff242e23	sw	x18,-4(x8)	  x8:0x00137c70 x18:0x00137fd0 PA:0x00137c6c store:0x00137fd0 load:0x0000002b
         117824	     58908	00102076	fe8996e3	bne	x19,x8,102062	 x19:0x00137c78  x8:0x00137c70
         117832	     58912	00102062	00042903	lw	x18,0(x8)	  x8:0x00137c70 x18=0x00137fc8 PA:0x00137c70 load:0x00137fc8
         117836	     58914	00102066	404c	c.lw	x11,4(x8)	  x8:0x00137c70 x11=0x00137fc4 PA:0x00137c74 load:0x00137fc4
         117838	     58915	00102068	8652	c.mv	x12,x20	  x0:0x00000000 x20:0x00000004 x12=0x00000004
         117840	     58916	0010206a	854a	c.mv	x10,x18	  x0:0x00000000 x18:0x00137fc8 x10=0x00137fc8
         117842	     58917	0010206c	9952	c.add	x18,x20	 x18:0x00137fc8 x20:0x00000004 x18=0x00137fcc
         117846	     58919	0010206e	39b5	c.jal	101cea	  x1=0x00102070
         117848	     58920	00101cea	c659	c.beqz	x12,101d78	 x12:0x00000004
         117850	     58921	00101cec	00158693	addi	x13,x11,1	 x11:0x00137fc4 x13=0x00137fc5
         117852	     58922	00101cf0	40d507b3	sub	x15,x10,x13	 x10:0x00137fc8 x13:0x00137fc5 x15=0x00000003
         117854	     58923	00101cf4	fff60713	addi	x14,x12,-1	 x12:0x00000004 x14=0x00000003
         117856	     58924	00101cf8	0037b793	sltiu	x15,x15,3	 x15:0x00000003 x15=0x00000000
         117858	     58925	00101cfc	00973713	sltiu	x14,x14,9	 x14:0x00000003 x14=0x00000001
         117860	     58926	00101d00	0017c793	xori	x15,x15,1	 x15:0x00000000 x15=0x00000001
         117862	     58927	00101d04	00174713	xori	x14,x14,1	 x14:0x00000001 x14=0x00000000
         117864	     58928	00101d08	8ff9	c.and	x15,x14	 x15:0x00000001 x14:0x00000000 x15=0x00000000
         117868	     58930	00101d0a	cfa9	c.beqz	x15,101d64	 x15:0x00000000
         117872	     58932	00101d64	962a	c.add	x12,x10	 x12:0x00000004 x10:0x00137fc8 x12=0x00137fcc
         117874	     58933	00101d66	87aa	c.mv	x15,x10	  x0:0x00000000 x10:0x00137fc8 x15=0x00137fc8
         117878	     58935	00101d68	fff6c703	lbu	x14,-1(x13)	 x13:0x00137fc5 x14=0x00000017 PA:0x00137fc4 load:0x00000017
         117880	     58936	00101d6c	0785	c.addi	x15,1	 x15:0x00137fc8 x15=0x00137fc9
         117882	     58937	00101d6e	0685	c.addi	x13,1	 x13:0x00137fc5 x13=0x00137fc6
         117886	     58939	00101d70	fee78fa3	sb	x14,-1(x15)	 x15:0x00137fc9 x14:0x00000017 PA:0x00137fc8 store:0x00000017 load:0x00000017
         117890	     58941	00101d74	fec79ae3	bne	x15,x12,101d68	 x15:0x00137fc9 x12:0x00137fcc
         117896	     58944	00101d68	fff6c703	lbu	x14,-1(x13)	 x13:0x00137fc6 x14=0x00000000 PA:0x00137fc5 load:0x00000000
         117898	     58945	00101d6c	0785	c.addi	x15,1	 x15:0x00137fc9 x15=0x00137fca
         117900	     58946	00101d6e	0685	c.addi	x13,1	 x13:0x00137fc6 x13=0x00137fc7
         117904	     58948	00101d70	fee78fa3	sb	x14,-1(x15)	 x15:0x00137fca x14:0x00000000 PA:0x00137fc9 store:0x00000000 load:0x00000000
         117908	     58950	00101d74	fec79ae3	bne	x15,x12,101d68	 x15:0x00137fca x12:0x00137fcc
         117914	     58953	00101d68	fff6c703	lbu	x14,-1(x13)	 x13:0x00137fc7 x14=0x00000000 PA:0x00137fc6 load:0x00000000
         117916	     58954	00101d6c	0785	c.addi	x15,1	 x15:0x00137fca x15=0x00137fcb
         117918	     58955	00101d6e	0685	c.addi	x13,1	 x13:0x00137fc7 x13=0x00137fc8
         117922	     58957	00101d70	fee78fa3	sb	x14,-1(x15)	 x15:0x00137fcb x14:0x00000000 PA:0x00137fca store:0x00000000 load:0x00000000
         117926	     58959	00101d74	fec79ae3	bne	x15,x12,101d68	 x15:0x00137fcb x12:0x00137fcc
         117932	     58962	00101d68	fff6c703	lbu	x14,-1(x13)	 x13:0x00137fc8 x14=0x00000000 PA:0x00137fc7 load:0x00000000
         117934	     58963	00101d6c	0785	c.addi	x15,1	 x15:0x00137fcb x15=0x00137fcc
         117936	     58964	00101d6e	0685	c.addi	x13,1	 x13:0x00137fc8 x13=0x00137fc9
         117940	     58966	00101d70	fee78fa3	sb	x14,-1(x15)	 x15:0x00137fcc x14:0x00000000 PA:0x00137fcb store:0x00000000 load:0x00000000
         117942	     58967	00101d74	fec79ae3	bne	x15,x12,101d68	 x15:0x00137fcc x12:0x00137fcc
         117946	     58969	00101d78	8082	c.jr	x1	  x1:0x00102070
         117948	     58970	00102070	0411	c.addi	x8,4	  x8:0x00137c70  x8=0x00137c74
         117952	     58972	00102072	ff242e23	sw	x18,-4(x8)	  x8:0x00137c74 x18:0x00137fcc PA:0x00137c70 store:0x00137fcc load:0x00000017
         117956	     58974	00102076	fe8996e3	bne	x19,x8,102062	 x19:0x00137c78  x8:0x00137c74
         117964	     58978	00102062	00042903	lw	x18,0(x8)	  x8:0x00137c74 x18=0x00137fc4 PA:0x00137c74 load:0x00137fc4
         117968	     58980	00102066	404c	c.lw	x11,4(x8)	  x8:0x00137c74 x11=0x00137d50 PA:0x00137c78 load:0x00137d50
         117970	     58981	00102068	8652	c.mv	x12,x20	  x0:0x00000000 x20:0x00000004 x12=0x00000004
         117972	     58982	0010206a	854a	c.mv	x10,x18	  x0:0x00000000 x18:0x00137fc4 x10=0x00137fc4
         117974	     58983	0010206c	9952	c.add	x18,x20	 x18:0x00137fc4 x20:0x00000004 x18=0x00137fc8
         117978	     58985	0010206e	39b5	c.jal	101cea	  x1=0x00102070
         117980	     58986	00101cea	c659	c.beqz	x12,101d78	 x12:0x00000004
         117982	     58987	00101cec	00158693	addi	x13,x11,1	 x11:0x00137d50 x13=0x00137d51
         117984	     58988	00101cf0	40d507b3	sub	x15,x10,x13	 x10:0x00137fc4 x13:0x00137d51 x15=0x00000273
         117986	     58989	00101cf4	fff60713	addi	x14,x12,-1	 x12:0x00000004 x14=0x00000003
         117988	     58990	00101cf8	0037b793	sltiu	x15,x15,3	 x15:0x00000273 x15=0x00000000
         117990	     58991	00101cfc	00973713	sltiu	x14,x14,9	 x14:0x00000003 x14=0x00000001
         117992	     58992	00101d00	0017c793	xori	x15,x15,1	 x15:0x00000000 x15=0x00000001
         117994	     58993	00101d04	00174713	xori	x14,x14,1	 x14:0x00000001 x14=0x00000000
         117996	     58994	00101d08	8ff9	c.and	x15,x14	 x15:0x00000001 x14:0x00000000 x15=0x00000000
         118000	     58996	00101d0a	cfa9	c.beqz	x15,101d64	 x15:0x00000000
         118004	     58998	00101d64	962a	c.add	x12,x10	 x12:0x00000004 x10:0x00137fc4 x12=0x00137fc8
         118006	     58999	00101d66	87aa	c.mv	x15,x10	  x0:0x00000000 x10:0x00137fc4 x15=0x00137fc4
         118010	     59001	00101d68	fff6c703	lbu	x14,-1(x13)	 x13:0x00137d51 x14=0x00000005 PA:0x00137d50 load:0x00000005
         118012	     59002	00101d6c	0785	c.addi	x15,1	 x15:0x00137fc4 x15=0x00137fc5
         118014	     59003	00101d6e	0685	c.addi	x13,1	 x13:0x00137d51 x13=0x00137d52
         118018	     59005	00101d70	fee78fa3	sb	x14,-1(x15)	 x15:0x00137fc5 x14:0x00000005 PA:0x00137fc4 store:0x00000005 load:0x00000005
         118022	     59007	00101d74	fec79ae3	bne	x15,x12,101d68	 x15:0x00137fc5 x12:0x00137fc8
         118028	     59010	00101d68	fff6c703	lbu	x14,-1(x13)	 x13:0x00137d52 x14=0x00000000 PA:0x00137d51 load:0x00000000
         118030	     59011	00101d6c	0785	c.addi	x15,1	 x15:0x00137fc5 x15=0x00137fc6
         118032	     59012	00101d6e	0685	c.addi	x13,1	 x13:0x00137d52 x13=0x00137d53
         118036	     59014	00101d70	fee78fa3	sb	x14,-1(x15)	 x15:0x00137fc6 x14:0x00000000 PA:0x00137fc5 store:0x00000000 load:0x00000000
